# time,control output,box humidity,box temp,outside humidity,outside temp,heater 1 temp,heater 2 temp,P,I,D,SP,Err
1.192877709865570068e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.701000000000000512e+01,6.082999999999999829e+01,7.199999999999999289e+00,7.331092166675026722e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.230582659244537354e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.792000000000000171e+01,6.163000000000000256e+01,7.199999999999999289e+00,1.223276492186839842e-01,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.242507984638214111e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.817000000000000171e+01,6.192000000000000171e+01,7.199999999999999289e+00,3.868980188553459293e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.280196232795715332e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.904000000000000625e+01,6.253999999999999915e+01,7.199999999999999289e+00,1.222734647894598431e-01,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.302729191780090332e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.981999999999999318e+01,6.278999999999999915e+01,7.199999999999999289e+00,7.310456446434605848e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.329914152622222900e+02,0.000000000000000000e+00,1.200000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.020999999999999375e+01,6.217999999999999972e+01,5.759999999999999787e+00,7.055778954632582756e-02,-6.465312000000000126e+01,3.000000000000000000e+01,0.000000000000000000e+00
1.372150492668151855e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.084999999999999432e+01,6.372999999999999687e+01,5.759999999999999787e+00,1.096232144483725440e-01,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.399211869239807129e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.123999999999999488e+01,6.357000000000000028e+01,5.759999999999999787e+00,7.023703010149121018e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.411039972305297852e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.123999999999999488e+01,6.363000000000000256e+01,5.759999999999999787e+00,3.069950373199348964e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.438232500553131104e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.120000000000000284e+01,6.360000000000000142e+01,5.759999999999999787e+00,7.057743053171995629e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.449993894100189209e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.137000000000000455e+01,6.340999999999999659e+01,5.759999999999999787e+00,3.052636108192167616e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.492316596508026123e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.171999999999999886e+01,6.385999999999999943e+01,5.759999999999999787e+00,1.098473654924594367e-01,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.616267306804656982e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.343000000000000682e+01,6.537000000000000455e+01,5.759999999999999787e+00,3.217105289212993657e-01,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.643334467411041260e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.401000000000000512e+01,6.526999999999999602e+01,5.759999999999999787e+00,7.025204239845597720e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.655264706611633301e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.420000000000000284e+01,6.589000000000000057e+01,5.759999999999999787e+00,3.096459515395297984e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.682307999134063721e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.445999999999999375e+01,6.598000000000000398e+01,5.759999999999999787e+00,7.019009346815330286e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.709524934291839600e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.600000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.496999999999999886e+01,6.610999999999999943e+01,5.759999999999999787e+00,7.064077796948926846e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.752006609439849854e+02,0.000000000000000000e+00,1.100000000000000000e+01,2.700000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.568000000000000682e+01,6.592000000000000171e+01,4.320000000000000284e+00,8.269498102485266233e-02,-6.465312000000000126e+01,3.000000000000000000e+01,0.000000000000000000e+00
1.763856251239776611e+02,1.000000000000000000e+02,1.100000000000000000e+01,2.700000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.587999999999999545e+01,6.718000000000000682e+01,4.320000000000000284e+00,2.306655517660632579e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.821617507934570312e+02,1.000000000000000000e+02,1.100000000000000000e+01,2.700000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.659000000000000341e+01,6.784999999999999432e+01,4.320000000000000284e+00,1.124382691997335842e-01,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.848838219642639160e+02,1.000000000000000000e+02,1.100000000000000000e+01,2.700000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.659000000000000341e+01,6.781999999999999318e+01,4.320000000000000284e+00,5.298793492344594513e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.875924293994903564e+02,1.000000000000000000e+02,1.100000000000000000e+01,2.700000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,7.693999999999999773e+01,6.776000000000000512e+01,4.320000000000000284e+00,5.272584936432678226e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
